id,from,to,subject,body,url,url_obfuscated,label
e6633f2b,uswpoivebz@students.jru.edu,support@jru.edu,SECURITY ALERT: PASSWORD RESET NEEDED!!!!,Click the link now to proceed.,https://login-security-check.net/verify/update/login/update/session?token=b063e09c4eb2bf92b79b1a0008baf88a66f748f2e981ba8932136468dd6a19f21ddcae8ab4c3e760,https:[slash][slash]login-security-check[dot]net[slash]verify[slash]update[slash]login[slash]update[slash]session?token=b063e09c4eb2bf92b79b1a0008baf88a66f748f2e981ba8932136468dd6a19f21ddcae8ab4c3e760,1
64a69aa4,zjciqcslb@google.com,faculty@jru.edu,Final Warning: Account Will Be Closed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://billing-update-alert.net/verify/login,https:[slash][slash]billing-update-alert[dot]net[slash]verify[slash]login,1
c1696857,valymg@outlook.com,admin@jru.edu,Welcome to Jose Rizal University,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://microsoft.com/login/verify,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify,0
c8893fce,yrrwavi@jru.edu,support@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
b68d748a,qngdoqylxa@gmail.com,student@jru.edu,Weekly Academic Update,Good day! This is your official receipt for the payment received from JRU.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
de932907,qcpbxwfsny@gmail.com,student@jru.edu,Weekly Academic Update,Please see the attached course schedule and classroom assignment.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
125711f7,jsvntpjv@yahoo.com,student@jru.edu,Payment Confirmation Failed,Your payment could not be processed. Click the link to update your billing info.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
e43acf2f,ohtncbkci@students.jru.edu,student@jru.edu,Meeting Schedule Confirmation,,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
4b9a077a,ragtije@yahoo.com,student@jru.edu,Your JRU Portal Access Details,Your account has been successfully updated. No further action is required.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
6e261f57,tryoqgzfrm@yahoo.com,student@jru.edu,Your JRU Portal Access Details,Good day! This is your official receipt for the payment received from JRU.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
0c75130a,vcfrcjqjj@notify-center.co,faculty@jru.edu,Your mailbox storage is full,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://secure-jru-login.com/session/confirm/login,https:[slash][slash]secure-jru-login[dot]com[slash]session[slash]confirm[slash]login,1
e2238b98,aprcv@students.jru.edu,faculty@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
f8d9e037,ltrbrxa@gmail.com,student@jru.edu,Verify your account immediately,Our system flagged your account for review. Login to verify ownership.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
22d4e359,smnpxt@students.jru.edu,student@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
054b7f93,gsbnozdlhs@outlook.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Meeting Schedule Confirmation,Click the link now to proceed.,https://outlook.com/session/session/update/login/update?token=51ecc57f689ea252b16b7bb9737e2a41b7d8cfe4a6f0eedf827e6cf663fd3277311264945fb9aa5b,https:[slash][slash]outlook[dot]com[slash]session[slash]session[slash]update[slash]login[slash]update?token=51ecc57f689ea252b16b7bb9737e2a41b7d8cfe4a6f0eedf827e6cf663fd3277311264945fb9aa5b,0
01bd1640,izehdro@yahoo.com,support@jru.edu,Welcome to Jose Rizal University,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/update/session,https:[slash][slash]yahoo[dot]com[slash]update[slash]session,0
84e669b5,xwthhfz@outlook.com,student@jru.edu,Classroom Schedule Adjustment Notice,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://outlook.com/verify/update/confirm/login,https:[slash][slash]outlook[dot]com[slash]verify[slash]update[slash]confirm[slash]login,0
e677981f,mrsgm@yahoo.com,faculty@jru.edu,Welcome to Jose Rizal University,Thank you for attending today’s meeting. Please review the minutes attached.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
9a55a7f0,kewplustjah@google.com,support@jru.edu,Welcome to Jose Rizal University,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://microsoft.com/verify/confirm/session/session,https:[slash][slash]microsoft[dot]com[slash]verify[slash]confirm[slash]session[slash]session,0
ef59a24a,rpmyzl@yahoo.com,faculty@jru.edu,Invoice and Payment Received,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://students.jru.edu/login/update/login,https:[slash][slash]students[dot]jru[dot]edu[slash]login[slash]update[slash]login,0
641936a1,oyvsy@yahoo.com,support@jru.edu,Your JRU Portal Access Details,,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
a5fb5f33,ohetsrz@google.com,admin@jru.edu,Invoice and Payment Received,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://yahoo.com/confirm/login/session/login,https:[slash][slash]yahoo[dot]com[slash]confirm[slash]login[slash]session[slash]login,0
ebeafe26,fjvkikwq@students.jru.edu,admin@jru.edu,Welcome to Jose Rizal University,@@@@@@@,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
ed1c48f2,hdigpqkd@outlook.com,support@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ebe5a848,heyejye@jru.edu,admin@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
ab0a7cbc,bzcxzgr@students.jru.edu,support@jru.edu,Verify your account immediately,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
1420444a,uyybzkfq@jru.edu,support@jru.edu,Your JRU Portal Access Details,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://google.com/confirm/confirm/verify/verify,https:[slash][slash]google[dot]com[slash]confirm[slash]confirm[slash]verify[slash]verify,0
ff34c10a,aljkwgzegq@gmail.com,admin@jru.edu,Invoice and Payment Received,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
384d5b87,bcnqhdekf@gmail.com,faculty@jru.edu,Classroom Schedule Adjustment Notice,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://outlook.com/login/confirm/verify,https:[slash][slash]outlook[dot]com[slash]login[slash]confirm[slash]verify,0
1e54cb4c,vjfbidwnzrs@portal-support-help.biz,faculty@jru.edu,Your mailbox storage is full,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://support-jru-secure.com/login/session/confirm,https:[slash][slash]support-jru-secure[dot]com[slash]login[slash]session[slash]confirm,1
88c35ecb,mmehtwxoodgb@notify-center.co,admin@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://billing-update-alert.net/verify/confirm/update,https:[slash][slash]billing-update-alert[dot]net[slash]verify[slash]confirm[slash]update,1
63c21464,uuufpudo@notify-center.co,admin@jru.edu,[AUTO-GENERATED NOTICE] Final Warning: Account Will Be Closed,Click the link now to proceed.,https://support-jru-secure.com/confirm/confirm/confirm/login/session?token=b9ae964d24cb85601fe56fb7625076e559248c1ef287a9faa5e2f6104054d8cc09454299239dd802,https:[slash][slash]support-jru-secure[dot]com[slash]confirm[slash]confirm[slash]confirm[slash]login[slash]session?token=b9ae964d24cb85601fe56fb7625076e559248c1ef287a9faa5e2f6104054d8cc09454299239dd802,1
dbc35f88,dibkkh@microsoft.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Classroom Schedule Adjustment Notice,Click the link now to proceed.,https://outlook.com/verify/update/verify/update/confirm?token=6df06cd43f8c40510639da14f30c1a7dd970da041d8e6704a778e122f3efecd8b53557405f6c305d,https:[slash][slash]outlook[dot]com[slash]verify[slash]update[slash]verify[slash]update[slash]confirm?token=6df06cd43f8c40510639da14f30c1a7dd970da041d8e6704a778e122f3efecd8b53557405f6c305d,0
cc85c128,aqqopwl@secure-alert-info.xyz,support@jru.edu,Verify your account immediately,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://verify-portal-access.net/confirm/login/login,https:[slash][slash]verify-portal-access[dot]net[slash]confirm[slash]login[slash]login,1
91824cb5,uixhclbds@microsoft.com,admin@jru.edu,Weekly Academic Update,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://gmail.com/update/login/session/login,https:[slash][slash]gmail[dot]com[slash]update[slash]login[slash]session[slash]login,0
4c79aae3,ouhzfcctn@gmail.com,admin@jru.edu,Security Alert: Password Reset Needed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
60dfa55b,pxqskri@jru.edu,support@jru.edu,Invoice and Payment Received,Thank you for attending today’s meeting. Please review the minutes attached.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
f6144f2a,cdmfyy@outlook.com,student@jru.edu,Account Suspended: Action Required,Your payment could not be processed. Click the link to update your billing info.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
bbb3d7f6,eykzcds@jru.edu,admin@jru.edu,Welcome to Jose Rizal University,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://google.com/update/verify,https:[slash][slash]google[dot]com[slash]update[slash]verify,0
9e8ee104,gfggvtou@students.jru.edu,admin@jru.edu,Security Alert: Password Reset Needed,Your payment could not be processed. Click the link to update your billing info.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
6a3582dd,yzrzgruot@jru.edu,admin@jru.edu,Security Alert: Password Reset Needed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://verify-portal-access.net/login/confirm/update,https:[slash][slash]verify-portal-access[dot]net[slash]login[slash]confirm[slash]update,1
786dcec4,xgpakiq@jru.edu,faculty@jru.edu,Welcome to Jose Rizal University,Your account has been successfully updated. No further action is required.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
df24805a,qaeeabc@gmail.com,support@jru.edu,Welcome to Jose Rizal University,Your account has been successfully updated. No further action is required.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
6ed1d3ca,iqywpjozcr@google.com,faculty@jru.edu,[AUTO-GENERATED NOTICE] Weekly Academic Update,Click the link now to proceed.,https://gmail.com/verify/session/login/confirm/verify?token=b42214b6c9a477d0214eb5c9fa6aef25348298c7a6aeab99aca5898aa6ad37333cc02d1e8b899d0b,https:[slash][slash]gmail[dot]com[slash]verify[slash]session[slash]login[slash]confirm[slash]verify?token=b42214b6c9a477d0214eb5c9fa6aef25348298c7a6aeab99aca5898aa6ad37333cc02d1e8b899d0b,0
a54dc40f,pglawkjvxk@students.jru.edu,student@jru.edu,Welcome to Jose Rizal University,Your registration is now confirmed. You can access your portal anytime.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
aeef35ac,laqiijm@students.jru.edu,faculty@jru.edu,Security Alert: Password Reset Needed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
daf2c76e,kehurkqmm@jru.edu,admin@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
39421f63,tcmqm@jru.edu,admin@jru.edu,Your JRU Portal Access Details,Your registration is now confirmed. You can access your portal anytime.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
57caa8da,yvavjclrjy@gmail.com,student@jru.edu,Weekly Academic Update,Please see the attached course schedule and classroom assignment.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
c4623c59,zjbsarpl@microsoft.com,support@jru.edu,Security Alert: Password Reset Needed,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://notify-security-center.net/confirm/update/update/login,https:[slash][slash]notify-security-center[dot]net[slash]confirm[slash]update[slash]update[slash]login,1
d9a68890,roorbdxj@jru.edu,faculty@jru.edu,Account Suspended: Action Required,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
16ca4e0f,eonbuxhnf@yahoo.com,support@jru.edu,Classroom Schedule Adjustment Notice,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://microsoft.com/session/update,https:[slash][slash]microsoft[dot]com[slash]session[slash]update,0
26444695,zvkoehfzzb@students.jru.edu,student@jru.edu,Invoice and Payment Received,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://jru.edu/session/login/confirm/login,https:[slash][slash]jru[dot]edu[slash]session[slash]login[slash]confirm[slash]login,0
b7f340c1,hdkqilmvbq@portal-support-help.biz,admin@jru.edu,Your mailbox storage is full,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://support-jru-secure.com/update/update/session/login,https:[slash][slash]support-jru-secure[dot]com[slash]update[slash]update[slash]session[slash]login,1
e2cadf26,meoddmbfystt@yahoo.com,admin@jru.edu,Weekly Academic Update,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://google.com/session/confirm/update/update,https:[slash][slash]google[dot]com[slash]session[slash]confirm[slash]update[slash]update,0
ca7ee010,xqqwzzh@google.com,student@jru.edu,[AUTO-GENERATED NOTICE] Urgent: Update Billing Information,Click the link now to proceed.,https://support-jru-secure.com/verify/confirm/login/update/confirm?token=6c386119c2e2d208075a19698c5ca45037ea5c411bae3a443b197eec3deb902f58e56a38eac37480,https:[slash][slash]support-jru-secure[dot]com[slash]verify[slash]confirm[slash]login[slash]update[slash]confirm?token=6c386119c2e2d208075a19698c5ca45037ea5c411bae3a443b197eec3deb902f58e56a38eac37480,1
645ec2ff,dcbtdtcrst@billing-update.info,faculty@jru.edu,Final Warning: Account Will Be Closed,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://support-jru-secure.com/session/confirm/confirm/session,https:[slash][slash]support-jru-secure[dot]com[slash]session[slash]confirm[slash]confirm[slash]session,1
3e944765,hkvgoszz@google.com,student@jru.edu,Verify your account immediately,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://secure-jru-login.com/confirm/update/verify/session,https:[slash][slash]secure-jru-login[dot]com[slash]confirm[slash]update[slash]verify[slash]session,1
2e5b8072,drowoxzvh@students.jru.edu,support@jru.edu,Your JRU Portal Access Details,Your account has been successfully updated. No further action is required.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5ab4544b,epjrmp@yahoo.com,faculty@jru.edu,Security Alert: Password Reset Needed,Please reset your password now to secure your data.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ecb480b1,swrhc@outlook.com,faculty@jru.edu,Invoice and Payment Received,Please see the attached course schedule and classroom assignment.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
613cead2,bqaxp@gmail.com,faculty@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
ff38b0a6,bllqxwhxwouf@account-check.ru,faculty@jru.edu,Account Suspended: Action Required,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://billing-update-alert.net/verify/login,https:[slash][slash]billing-update-alert[dot]net[slash]verify[slash]login,1
e073f600,qiyedm@gmail.com,student@jru.edu,Your JRU Portal Access Details,###$$$,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
168a70f0,avybsjbsjqb@google.com,admin@jru.edu,Account Suspended: Action Required,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://secure-jru-login.com/login/login/session/confirm,https:[slash][slash]secure-jru-login[dot]com[slash]login[slash]login[slash]session[slash]confirm,1
7d8d6b37,daqtcm@yahoo.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ac6ab540,wpqtivwpaj@jru.edu,student@jru.edu,Welcome to Jose Rizal University,Your registration is now confirmed. You can access your portal anytime.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
531f23dc,vovykd@jru.edu,admin@jru.edu,Your mailbox storage is full,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://secure-jru-login.com/confirm/confirm/confirm/verify,https:[slash][slash]secure-jru-login[dot]com[slash]confirm[slash]confirm[slash]confirm[slash]verify,1
bac76cd6,xtgicaiic@yahoo.com,student@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
742adca2,pljqrzya@notify-center.co,student@jru.edu,Final Warning: Account Will Be Closed,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://verify-portal-access.net/verify/login,https:[slash][slash]verify-portal-access[dot]net[slash]verify[slash]login,1
68cbed18,fgyishtd@jru.edu,faculty@jru.edu,Welcome to Jose Rizal University,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://microsoft.com/login/login,https:[slash][slash]microsoft[dot]com[slash]login[slash]login,0
dbc05576,wwwadzzauo@outlook.com,admin@jru.edu,Meeting Schedule Confirmation,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://jru.edu/verify/update,https:[slash][slash]jru[dot]edu[slash]verify[slash]update,0
91ff4c47,fgktlvcsp@students.jru.edu,admin@jru.edu,Security Alert: Password Reset Needed,Your payment could not be processed. Click the link to update your billing info.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
9d2125de,lcwbbsiniia@jru.edu,student@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://billing-update-alert.net/login/login,https:[slash][slash]billing-update-alert[dot]net[slash]login[slash]login,1
a62b5c4a,tovfx@outlook.com,admin@jru.edu,Meeting Schedule Confirmation,Thank you for attending today’s meeting. Please review the minutes attached.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5b94ca1e,xnldoxu@google.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Weekly Academic Update,"Good day! This is an official message from Jose Rizal University regarding your
recent transactions and academic updates. Good day! This is an official message
from Jose Rizal University regarding your recent transactions and academic
updates. Good day! This is an official message from Jose Rizal University
regarding your recent transactions and academic updates. Good day! This is an
official message from Jose Rizal University regarding your recent transactions
and academic updates. Good day! This is an official message from Jose Rizal
University regarding your recent transactions and academic updates. Good day!
This is an official message from Jose Rizal University regarding your recent
transactions and academic updates. Good day! This is an official message from
Jose Rizal University regarding your recent transactions and academic updates.
Good day! This is an official message from Jose Rizal University regarding your
recent transactions and academic updates. Good day! This is an official message
from Jose Rizal University regarding your recent transactions and academic
updates. Good day! This is an official message from Jose Rizal University
regarding your recent transactions and academic updates.",https://yahoo.com/session/session/login/session/login?token=f6f6063a7866b82dbbc4e1dfdb132e8d7ccf6e1bf0dc8e827905d42928d71b456128190e6f2b319e,https:[slash][slash]yahoo[dot]com[slash]session[slash]session[slash]login[slash]session[slash]login?token=f6f6063a7866b82dbbc4e1dfdb132e8d7ccf6e1bf0dc8e827905d42928d71b456128190e6f2b319e,0
bdb3727b,ubzcrlzjq@jru.edu,admin@jru.edu,Invoice and Payment Received,Good day! This is your official receipt for the payment received from JRU.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
4737cbf5,qcvquh@gmail.com,support@jru.edu,Payment Confirmation Failed,We have detected suspicious login attempts. Confirm your identity immediately.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
facd9a01,dabbcaux@outlook.com,admin@jru.edu,Verify your account immediately,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://verify-portal-access.net/login/verify/login/update,https:[slash][slash]verify-portal-access[dot]net[slash]login[slash]verify[slash]login[slash]update,1
a85cc4af,pveoqruvkktg@yahoo.com,faculty@jru.edu,Invoice and Payment Received,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://gmail.com/confirm/update/confirm,https:[slash][slash]gmail[dot]com[slash]confirm[slash]update[slash]confirm,0
6ea61071,kghuvpcg@gmail.com,faculty@jru.edu,Your JRU Portal Access Details,Please see the attached course schedule and classroom assignment.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
47b781c5,cmyayxm@billing-update.info,faculty@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://secure-jru-login.com/verify/update/login,https:[slash][slash]secure-jru-login[dot]com[slash]verify[slash]update[slash]login,1
7179f622,kannozxysgiu@outlook.com,support@jru.edu,Meeting Schedule Confirmation,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://outlook.com/update/confirm,https:[slash][slash]outlook[dot]com[slash]update[slash]confirm,0
b3a69c82,xenxso@gmail.com,support@jru.edu,Weekly Academic Update,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://google.com/verify/verify/session/verify,https:[slash][slash]google[dot]com[slash]verify[slash]verify[slash]session[slash]verify,0
ca666279,gkgvjdnq@jru.edu,student@jru.edu,Account Suspended: Action Required,###$$$,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
98b0c56f,fbisumjk@jru.edu,admin@jru.edu,Verify your account immediately,We have detected suspicious login attempts. Confirm your identity immediately.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ad488579,akcnciwv@jru.edu,student@jru.edu,Your mailbox storage is full,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://notify-security-center.net/update/confirm/confirm/verify,https:[slash][slash]notify-security-center[dot]net[slash]update[slash]confirm[slash]confirm[slash]verify,1
04c6b7e9,plrzbmg@jru.edu,support@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
16259774,uryysdheai@jru.edu,support@jru.edu,Classroom Schedule Adjustment Notice,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://students.jru.edu/update/verify/verify,https:[slash][slash]students[dot]jru[dot]edu[slash]update[slash]verify[slash]verify,0
3a3a52aa,sgraxj@notify-center.co,student@jru.edu,Account Suspended: Action Required,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://login-security-check.net/verify/confirm/confirm,https:[slash][slash]login-security-check[dot]net[slash]verify[slash]confirm[slash]confirm,1
